,XMLNZEUR,GNOEUR,NANOEUR,SCEUR,LSKEUR,MKREUR,GHSTEUR,PERPEUR,LRCEUR,MOVREUR,SDNEUR
1630800256.2486863,93.817000,259.990000,5.675000,0.019740,3.556706,2985.10000,1.604800,16.24100,0.427900,115.012900,4.91800
1630800287.6206846,93.817000,259.990000,5.675000,0.019810,3.556706,2985.10000,1.604800,16.24100,0.427900,115.012900,4.91800
1630800318.9786038,93.817000,261.590000,5.675000,0.019870,3.556706,2985.10000,1.604800,16.24100,0.427900,115.012900,4.91800
1630800350.3381333,93.817000,261.590000,5.675000,0.019940,3.556706,2985.10000,1.604800,16.24100,0.427900,115.012900,4.88900
1630800381.7446904,93.817000,261.590000,5.670001,0.020050,3.556706,2985.10000,1.604800,16.24100,0.427900,115.012900,4.88000
1630800413.1606956,93.817000,261.590000,5.670001,0.020220,3.556706,2985.10000,1.604800,16.24100,0.427900,115.012900,4.89400
1630800444.5446973,93.817000,261.590000,5.670000,0.020200,3.556706,2985.10000,1.604800,16.24100,0.427900,115.012900,4.89400
1630800475.9206827,93.817000,261.590000,5.670000,0.020080,3.556706,2985.10000,1.604800,16.24100,0.427200,115.012900,4.97800
1630800507.3115652,93.817000,261.590000,5.670000,0.020000,3.537124,2985.10000,1.604800,16.24100,0.427200,115.012900,4.88600
1630800538.694754,93.817000,261.590000,5.670000,0.019960,3.537124,2985.10000,1.604800,16.24100,0.427200,115.012900,4.88600
1630800570.138755,93.817000,261.590000,5.670000,0.019940,3.537124,2985.10000,1.604800,16.24100,0.427200,115.012900,4.88600
1630800601.5086915,93.817000,261.590000,5.661000,0.019870,3.537124,2985.10000,1.604800,16.24100,0.427200,115.012900,4.88600
1630800632.87238,93.817000,261.590000,5.661000,0.019790,3.537124,2985.10000,1.604800,16.24100,0.427200,115.012900,4.93300
1630800664.2660384,93.817000,261.590000,5.661000,0.019690,3.537124,2985.10000,1.604800,16.24100,0.427200,115.012900,4.88600
1630800695.6647635,93.817000,261.590000,5.661000,0.019680,3.537124,2985.10000,1.604800,16.24100,0.425300,115.012900,4.88600
1630800727.0452213,93.817000,261.590000,5.661000,0.019710,3.537124,2985.10000,1.604800,16.24100,0.425300,115.012900,4.88600
1630800758.4381273,93.817000,261.590000,5.661000,0.019680,3.537124,2985.10000,1.604800,16.24100,0.425300,115.012900,4.88600
1630800789.8447015,93.817000,261.590000,5.663714,0.019680,3.537124,2985.10000,1.604800,16.24100,0.425300,115.012900,4.86200
1630800821.2638721,93.817000,261.590000,5.663714,0.019540,3.537124,2985.10000,1.604800,16.24100,0.425300,115.012900,4.84500
1630800852.6806843,93.817000,261.590000,5.663714,0.019540,3.537124,2985.10000,1.604800,16.24100,0.425300,115.012900,4.84700
1630800884.048722,93.817000,261.590000,5.661000,0.019540,3.537124,2985.10000,1.604800,16.24100,0.425300,115.012900,4.84700
1630800915.4615192,93.817000,261.590000,5.661000,0.019480,3.537124,2985.10000,1.604800,16.24100,0.425300,115.012900,4.90500
1630800947.0304592,93.817000,261.590000,5.661000,0.019540,3.537124,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90500
1630800978.5786562,93.817000,261.590000,5.661000,0.019560,3.537124,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90500
1630801009.992674,93.817000,261.590000,5.661000,0.019600,3.537124,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90500
1630801041.3891764,93.817000,261.590000,5.661000,0.019740,3.537124,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90500
1630801072.7767098,93.817000,261.590000,5.660000,0.019680,3.537124,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90500
1630801104.1463358,93.817000,261.590000,5.660000,0.019800,3.537124,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90500
1630801135.5169542,93.817000,261.590000,5.657197,0.019700,3.537124,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90500
1630801166.8846965,93.817000,261.590000,5.657197,0.019660,3.537124,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90500
1630801198.2766871,93.817000,261.590000,5.657197,0.019810,3.532074,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90600
1630801229.6381383,93.817000,261.590000,5.657197,0.019930,3.529129,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90600
1630801260.977085,93.817000,261.590000,5.657197,0.019990,3.529129,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90600
1630801292.3407931,93.817000,261.590000,5.657197,0.020010,3.529129,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90600
1630801323.6926954,93.817000,261.590000,5.657197,0.020050,3.529129,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90600
1630801355.4086921,93.817000,261.590000,5.657197,0.020050,3.529129,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90600
1630801386.8046916,93.817000,261.590000,5.657197,0.020060,3.529129,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90600
1630801418.1686857,93.817000,261.590000,5.657197,0.020060,3.529129,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90600
1630801449.5838597,93.817000,261.590000,5.657197,0.020060,3.529129,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90600
1630801480.964692,93.731000,261.590000,5.657197,0.020040,3.529129,2971.60000,1.604800,16.24100,0.425300,115.012900,4.90000
1630801512.3221967,94.045000,261.590000,5.657197,0.020030,3.529129,2971.60000,1.582900,16.24100,0.425300,117.000000,4.86100
1630801543.7166874,94.045000,261.590000,5.657197,0.020030,3.529129,2971.60000,1.582900,16.24100,0.425300,117.000000,4.86100
1630801575.1395426,94.045000,261.590000,5.657197,0.020030,3.529129,2971.60000,1.582900,16.24100,0.425300,117.000000,4.86100
1630801606.5105226,94.045000,261.590000,5.657197,0.020000,3.529129,2971.60000,1.582900,16.24100,0.425300,117.000000,4.86100
1630801637.8752942,94.045000,261.590000,5.657197,0.019950,3.529129,2971.60000,1.582900,16.24100,0.425300,117.000000,4.86100
1630801669.2406805,94.045000,261.590000,5.657197,0.019950,3.529129,2971.60000,1.582900,16.24100,0.425300,117.000000,4.86100
1630801700.6940086,94.045000,261.590000,5.657197,0.019900,3.529129,2971.60000,1.582900,16.24100,0.425300,117.000000,4.86100
1630801732.097597,94.045000,261.590000,5.657197,0.019900,3.560858,2971.60000,1.582900,16.24100,0.425300,117.000000,4.86100
1630801763.4432676,94.045000,261.590000,5.657197,0.019900,3.560858,2971.60000,1.582900,16.24100,0.425300,117.000000,4.86100
1630801794.7846882,94.045000,261.590000,5.657197,0.019850,3.560858,2971.60000,1.582900,16.24100,0.425300,117.000000,4.86100
1630801826.1745615,94.045000,261.590000,5.657197,0.019850,3.560858,2971.60000,1.582900,16.24100,0.425300,117.000000,4.86100
1630801857.4966817,94.045000,261.590000,5.694392,0.019900,3.560858,2971.60000,1.582900,16.24100,0.428900,117.000000,4.92200
1630801888.8713129,94.045000,261.590000,5.686297,0.019900,3.560858,2971.60000,1.582900,16.24100,0.428900,117.000000,4.92200
1630801920.3816986,94.045000,261.590000,5.686297,0.019940,3.560858,2971.60000,1.582900,16.24100,0.428900,117.000000,4.92200
1630801951.7847462,94.045000,261.590000,5.686297,0.019940,3.560858,2971.60000,1.582900,16.24100,0.428900,117.000000,4.92200
1630801983.18959,94.045000,261.590000,5.686297,0.020030,3.560858,2971.60000,1.582900,16.24100,0.428900,117.000000,4.94900
1630802014.5846868,94.045000,261.590000,5.686297,0.020000,3.560858,2971.60000,1.582900,16.24100,0.428900,117.000000,4.94900
1630802045.956685,94.045000,261.590000,5.686297,0.020000,3.560858,2971.60000,1.582900,16.24100,0.428900,117.000000,4.94900
1630802077.3566926,94.045000,261.590000,5.686297,0.020000,3.560858,2971.60000,1.582900,16.24100,0.428900,117.000000,4.94900
1630802108.7612844,94.045000,261.590000,5.686297,0.020000,3.560858,2971.60000,1.582900,16.24100,0.428900,117.000000,4.94900
1630802140.1737063,94.045000,261.590000,5.686297,0.020140,3.560858,2971.60000,1.582900,16.24100,0.428900,117.000000,4.94900
1630802171.5517335,94.045000,261.590000,5.686297,0.020170,3.560858,2971.60000,1.582900,16.24100,0.428900,116.999300,4.94900
1630802202.9126995,94.045000,261.590000,5.686297,0.020190,3.560858,2971.60000,1.582900,16.24100,0.428900,116.999300,4.94900
1630802234.2682116,94.045000,261.590000,5.686297,0.020230,3.560858,2971.60000,1.582900,16.24100,0.428900,116.999300,4.99000
1630802265.597195,94.045000,261.590000,5.686297,0.020230,3.560858,2971.60000,1.582900,16.24100,0.428900,116.999300,4.99000
1630802296.9686997,94.045000,261.590000,5.686297,0.020270,3.560858,2971.60000,1.582900,16.24100,0.428900,116.999300,4.99000
1630802328.3526764,94.045000,261.590000,5.686297,0.020210,3.560858,2971.60000,1.582900,16.24100,0.428900,116.999300,4.99000
1630802359.724696,94.045000,261.590000,5.686297,0.020220,3.560858,2971.60000,1.582900,16.24100,0.428900,116.999300,4.99000
1630802391.068686,94.045000,261.590000,5.686297,0.020290,3.560858,2971.60000,1.582900,16.24100,0.428900,116.999300,4.99000
1630802422.4381297,94.045000,261.590000,5.686297,0.020300,3.560858,3007.70000,1.582900,16.24100,0.428900,116.999300,4.99000
1630802454.1686938,94.045000,261.590000,5.686297,0.020370,3.560858,3007.70000,1.582900,16.24100,0.428900,116.999300,4.99000
1630802485.5686994,94.045000,261.590000,5.686297,0.020380,3.560858,3007.70000,1.582900,16.24100,0.428900,116.999300,4.99000
1630802517.0200992,94.045000,261.590000,5.686297,0.020420,3.560858,3008.50000,1.582900,16.24100,0.428900,116.999300,4.96500
1630802548.475,94.045000,261.590000,5.686297,0.020390,3.560858,3008.50000,1.582900,16.24100,0.428900,116.999300,4.96500
1630802579.8377845,94.045000,261.590000,5.686297,0.020430,3.560858,3008.50000,1.582900,16.24100,0.430500,116.999300,4.96500
1630802611.1991405,94.045000,261.590000,5.686297,0.020420,3.560858,3008.50000,1.582900,16.24100,0.430800,116.999300,4.86500
1630802642.5526958,94.045000,261.590000,5.686297,0.020490,3.560858,3008.50000,1.582900,16.24100,0.430800,116.999300,4.98800
1630802673.8851087,94.045000,261.590000,5.686297,0.020490,3.560858,3008.50000,1.582900,16.24100,0.430800,115.028800,4.98800
1630802705.2486794,94.045000,261.590000,5.686297,0.020370,3.560858,3008.50000,1.582900,16.24100,0.430800,115.028800,4.98800
1630802736.7085698,94.045000,261.590000,5.708383,0.020500,3.560858,3008.50000,1.582900,16.24100,0.430800,115.028800,4.98800
1630802768.0381296,94.045000,261.590000,5.708383,0.020570,3.560858,3008.50000,1.582900,16.24100,0.430800,115.028800,4.98800
1630802799.396694,94.045000,261.590000,5.708383,0.020620,3.560858,3008.50000,1.582900,16.24100,0.430800,115.028800,4.98800
1630802830.7543983,94.045000,261.590000,5.708383,0.020630,3.560858,3008.50000,1.582900,16.24100,0.430800,115.028800,4.98800
1630802862.115076,94.045000,261.590000,5.708383,0.020640,3.560858,3002.60000,1.582900,16.24100,0.430800,115.028800,4.98800
1630802893.4686782,94.045000,261.590000,5.708383,0.020520,3.560858,3002.60000,1.582900,16.24100,0.430800,115.028800,4.98800
1630802924.838137,94.045000,261.590000,5.708383,0.020550,3.560858,3002.60000,1.582900,16.24100,0.430800,115.028800,4.88700
1630802956.2034874,94.045000,261.590000,5.709154,0.020560,3.560858,3002.60000,1.582900,16.24100,0.429400,115.043400,4.86500
1630802987.6006963,93.944000,261.590000,5.709154,0.020540,3.560858,3002.60000,1.582900,16.24100,0.429400,115.043400,4.92500
1630803018.936681,93.944000,261.590000,5.709154,0.020550,3.560858,3002.60000,1.582900,16.24100,0.429400,115.043400,4.92500
1630803050.2907612,93.944000,261.590000,5.709154,0.020590,3.560858,3002.60000,1.582900,16.24100,0.429400,115.043400,4.92500
1630803081.6817021,93.944000,261.590000,5.709154,0.020570,3.560858,3002.60000,1.582900,16.24100,0.429400,115.043400,4.92500
1630803113.0599387,93.944000,261.590000,5.709154,0.020510,3.560858,3002.60000,1.582900,16.24100,0.429400,115.000100,4.92600
1630803144.4166894,93.944000,261.590000,5.709154,0.020410,3.560858,3002.60000,1.582900,16.24100,0.429400,115.000200,4.92600
1630803175.7817733,93.944000,261.590000,5.709154,0.020320,3.560858,3002.60000,1.582900,16.24100,0.429400,115.000200,4.93000
1630803207.1887057,93.944000,261.590000,5.709154,0.020260,3.560858,3002.60000,1.582900,16.24100,0.429400,115.000100,4.93000
1630803238.5595145,93.944000,261.590000,5.709154,0.020310,3.560858,3002.60000,1.582900,16.24100,0.429400,115.000300,4.93000
1630803269.9381323,93.944000,261.590000,5.709154,0.020320,3.560858,3002.60000,1.582900,16.24100,0.429400,115.000400,4.93000
1630803301.3056037,93.944000,261.590000,5.709154,0.020260,3.560858,3002.60000,1.582900,16.24100,0.429400,115.000400,4.93000
1630803332.6495495,93.843000,261.590000,5.709154,0.020200,3.560858,3002.60000,1.582900,16.24100,0.429400,115.000400,4.93000
1630803363.9846942,93.358000,261.590000,5.709154,0.020220,3.560858,3002.60000,1.582900,16.24100,0.429400,115.000400,4.93000
1630803395.4113002,93.358000,261.590000,5.709154,0.020270,3.560858,3002.60000,1.582900,16.24100,0.429400,115.000400,4.93000
1630803426.7599642,93.445000,256.810000,5.709154,0.020320,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000400,4.93000
1630803458.128785,93.445000,256.810000,5.709154,0.020340,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000400,4.93000
1630803489.480207,93.445000,256.810000,5.709154,0.020390,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000400,4.93000
1630803520.8566794,93.353000,256.810000,5.709154,0.020400,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000400,4.93000
1630803552.2206755,93.353000,256.810000,5.709154,0.020370,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000400,4.95400
1630803583.6647065,93.353000,256.810000,5.709154,0.020370,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000400,4.95400
1630803615.088108,93.353000,256.810000,5.709154,0.020440,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000400,4.95400
1630803646.4526858,93.353000,256.810000,5.709154,0.020450,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000400,4.95400
1630803677.800829,93.353000,256.810000,5.709154,0.020390,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000400,4.88600
1630803709.1857738,93.353000,256.810000,5.709154,0.020410,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000400,4.94800
1630803740.5646243,93.353000,256.810000,5.709154,0.020390,3.560858,3002.60000,1.582900,16.24100,0.427900,115.050200,4.94800
1630803771.9383187,93.353000,256.810000,5.709154,0.020270,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000000,4.94800
1630803803.339253,93.353000,256.810000,5.709154,0.020190,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000000,4.94800
1630803834.7221074,93.353000,256.810000,5.709154,0.020230,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000000,4.94800
1630803866.094717,93.353000,256.810000,5.709154,0.020190,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000000,4.94800
1630803897.5039654,93.353000,256.810000,5.709154,0.020240,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000000,4.94800
1630803928.8955395,93.353000,256.810000,5.709154,0.020120,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000000,4.90000
1630803960.2886815,93.353000,256.810000,5.709154,0.020100,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000000,4.90000
1630803991.7366958,93.353000,256.810000,5.716600,0.020000,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000000,4.90000
1630804023.0926828,93.353000,256.470000,5.728669,0.019990,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000000,4.90000
1630804054.4646916,93.353000,256.470000,5.728669,0.019990,3.560858,3002.60000,1.582900,16.24100,0.427900,115.000000,4.90000
1630804086.228677,93.353000,256.470000,5.733090,0.020010,3.560858,3002.60000,1.582900,16.24100,0.427900,114.784200,4.90000
1630804117.648688,93.353000,256.470000,5.733090,0.020060,3.560858,3002.60000,1.582900,16.24100,0.427900,114.784200,4.90000
1630804149.0607018,93.353000,256.470000,5.733090,0.020060,3.560858,3002.60000,1.582900,16.24100,0.427900,114.784200,4.88700
1630804180.4126823,93.353000,256.470000,5.733090,0.020060,3.560858,3002.60000,1.582900,16.24100,0.427900,114.784200,4.92000
1630804211.7836614,93.353000,256.470000,5.733090,0.020050,3.560858,3002.60000,1.582900,16.24100,0.427900,114.784200,4.92000
1630804243.494467,93.353000,256.470000,5.737898,0.020050,3.560858,3002.60000,1.582900,16.24100,0.427900,114.784200,4.94700
1630804274.9419289,93.353000,256.470000,5.737898,0.020030,3.560858,3002.60000,1.582900,16.24100,0.427900,114.784200,4.94700
1630804306.3055925,93.353000,256.470000,5.737898,0.020030,3.560858,3002.60000,1.582900,16.24100,0.427900,114.784200,4.94700
1630804337.6601946,93.353000,256.470000,5.746036,0.020030,3.560858,3002.60000,1.582900,16.24100,0.427900,116.172700,4.94700
1630804369.0381331,93.353000,256.470000,5.746036,0.019990,3.560858,3002.60000,1.582900,16.24100,0.427900,116.172700,4.94700
1630804400.4452348,93.353000,256.470000,5.746036,0.019990,3.560858,3002.60000,1.582900,16.24100,0.427900,116.172700,4.94700
1630804431.8031409,93.353000,259.440000,5.746036,0.019990,3.560858,3002.60000,1.582900,16.24100,0.427900,116.172700,4.94700
1630804463.162246,93.353000,259.440000,5.746036,0.019910,3.560858,3002.60000,1.582900,16.24100,0.427900,116.172700,4.94700
1630804494.5749624,93.353000,259.440000,5.746036,0.019870,3.560858,3002.60000,1.582900,16.24100,0.427900,116.172700,4.94700
1630804526.0287058,93.353000,259.440000,5.755442,0.019870,3.560858,3002.60000,1.582900,16.24100,0.427900,116.172700,4.94700
1630804557.4027133,93.353000,259.440000,5.755442,0.019870,3.560858,3002.60000,1.582900,16.24100,0.427900,116.172700,4.94700
1630804588.7646801,93.353000,259.440000,5.755442,0.019970,3.560858,3002.60000,1.582900,16.24100,0.427900,116.172700,4.94700
1630804620.1006873,93.353000,259.440000,5.755442,0.019960,3.560858,3002.60000,1.582900,16.24100,0.427900,116.172700,4.92100
1630804651.4606857,93.353000,259.440000,5.755442,0.019960,3.560000,3002.60000,1.582900,16.24100,0.427900,116.172700,4.92100
1630804682.8565195,93.353000,259.440000,5.755442,0.019980,3.560000,3002.60000,1.582900,16.24100,0.427900,116.172700,4.92000
1630804714.1966946,93.353000,259.440000,5.755442,0.019980,3.560000,3002.60000,1.582900,16.24100,0.427900,116.172700,4.87500
1630804745.644687,93.353000,259.440000,5.755442,0.019980,3.560000,3002.60000,1.582900,16.24100,0.427900,116.172700,4.98300
1630804777.0284727,93.353000,259.440000,5.755442,0.019980,3.560000,3002.60000,1.582900,16.24100,0.427900,115.350000,4.87900
1630804808.4288228,93.353000,259.440000,5.755442,0.019980,3.560000,3002.60000,1.582900,16.24100,0.427900,115.350000,4.87600
1630804839.7846882,93.353000,259.440000,5.755442,0.020110,3.560000,3002.60000,1.582900,16.24100,0.427900,115.350000,4.87700
1630804871.1521287,93.353000,259.440000,5.755442,0.020140,3.560000,3002.60000,1.582900,16.24100,0.427900,115.350000,4.87700
1630804902.5042157,93.353000,259.440000,5.755442,0.020180,3.560000,2998.70000,1.582900,16.24100,0.427900,115.350000,4.87700
1630804933.8697753,93.353000,259.440000,5.755442,0.020220,3.560000,2998.70000,1.582900,16.24100,0.427900,115.350000,4.86000
1630804965.256696,93.353000,259.440000,5.755442,0.020240,3.560000,2998.70000,1.582900,16.24100,0.427900,115.350000,4.86000
1630804996.6270738,93.353000,259.440000,5.755442,0.020210,3.560000,2998.70000,1.582900,16.24100,0.427900,115.350000,4.86000
1630805027.9672174,93.353000,259.440000,5.740224,0.020210,3.560000,2998.70000,1.582900,16.24100,0.427900,115.350000,4.86000
1630805059.3286874,93.353000,259.440000,5.740224,0.020210,3.560000,2998.70000,1.582900,16.24100,0.427900,115.350000,4.86000
1630805090.748701,93.353000,259.440000,5.740224,0.020210,3.560000,2998.70000,1.582900,16.24100,0.427900,115.350000,4.89700
1630805122.1446962,93.353000,259.440000,5.740224,0.020230,3.560000,2998.70000,1.582900,16.24100,0.427900,115.350000,4.93200
1630805153.6193495,93.353000,259.440000,5.740224,0.020230,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.93100
1630805185.0046332,93.353000,259.440000,5.740224,0.020230,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.93100
1630805216.4046915,93.353000,259.440000,5.740224,0.020200,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.86000
1630805247.7948513,93.353000,259.440000,5.740224,0.020070,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.86000
1630805279.238138,93.353000,259.440000,5.740224,0.020210,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.86000
1630805310.6178484,93.918000,259.440000,5.740224,0.020200,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.86000
1630805341.9846914,93.918000,259.440000,5.740224,0.020200,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.86000
1630805373.3647187,93.918000,259.440000,5.740224,0.020170,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.86000
1630805404.784692,93.918000,259.440000,5.740224,0.020200,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.85400
1630805436.195373,93.918000,259.440000,5.740224,0.020200,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.82000
1630805467.5246928,93.918000,259.440000,5.740224,0.020200,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.82000
1630805498.8886902,93.918000,259.440000,5.740224,0.020270,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.85400
1630805530.27234,93.918000,259.440000,5.740224,0.020290,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.85400
1630805561.6381383,93.521000,259.440000,5.740224,0.020340,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.85400
1630805592.9931452,93.521000,259.440000,5.740224,0.020350,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.85400
1630805624.460692,93.521000,259.440000,5.740224,0.020480,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.85400
1630805655.8407094,93.521000,259.440000,5.740224,0.020480,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.85400
1630805687.2726996,93.521000,259.440000,5.740224,0.020300,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.85400
1630805718.6381366,93.521000,259.440000,5.740224,0.020300,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.85400
1630805750.0080898,93.521000,259.440000,5.740224,0.020270,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.85400
1630805781.4526837,93.521000,259.440000,5.740224,0.020190,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.85400
1630805812.866949,93.521000,259.440000,5.740224,0.020060,3.560000,2998.70000,1.582900,16.24100,0.427900,115.000000,4.85400
1630805844.229151,93.521000,259.440000,5.740224,0.020140,3.560000,2983.50000,1.582900,16.24100,0.427900,115.000000,4.85400
1630805875.6286955,93.521000,259.440000,5.740224,0.020140,3.560000,2983.50000,1.582900,16.24100,0.427900,115.000000,4.85400
1630805907.0381296,93.521000,259.440000,5.740224,0.020110,3.560000,2983.50000,1.582900,16.24100,0.427900,115.000000,4.85400
1630805938.408688,93.521000,259.440000,5.740224,0.020150,3.560000,2983.50000,1.582900,16.24100,0.427900,115.000000,4.85400
1630805969.8087022,93.521000,259.440000,5.740224,0.020060,3.560000,2983.50000,1.582900,16.24100,0.427900,115.000000,4.85400
1630806001.1526995,93.521000,259.440000,5.740224,0.020050,3.544600,2983.50000,1.582900,16.24100,0.427900,115.000000,4.85400
1630806032.538284,93.521000,259.440000,5.740224,0.020080,3.545615,2983.50000,1.582900,16.24100,0.427900,115.000000,4.85400
1630806063.9258273,93.521000,259.440000,5.740224,0.020030,3.545615,2983.50000,1.582900,16.24100,0.427900,115.000000,4.85400
1630806095.3196235,93.521000,259.440000,5.740224,0.019910,3.545615,2983.50000,1.582900,16.24100,0.425300,115.000000,4.85400
1630806126.6722867,93.521000,259.440000,5.740224,0.019910,3.545615,2983.50000,1.582900,16.24100,0.425300,115.000000,4.85400
1630806158.0567245,93.551000,259.440000,5.740224,0.019910,3.545615,2983.50000,1.582900,16.24100,0.425300,115.000000,4.85400
1630806189.4326847,93.551000,259.440000,5.740224,0.019910,3.545615,2983.50000,1.582900,16.24100,0.425300,115.000000,4.82500
1630806220.8615787,93.551000,259.440000,5.740224,0.019910,3.545615,2983.50000,1.582900,16.24100,0.425300,115.974300,4.82500
1630806252.2046974,93.551000,259.440000,5.740224,0.019960,3.545615,2983.50000,1.582900,16.24100,0.425300,115.974300,4.82500
1630806283.6065657,93.551000,259.440000,5.740224,0.019960,3.545615,2985.90000,1.582900,16.24100,0.425300,115.974300,4.80000
1630806314.9646838,93.551000,259.440000,5.740224,0.019960,3.545615,2985.90000,1.582900,16.24100,0.425300,115.974300,4.80000
1630806346.3381357,93.551000,259.440000,5.740224,0.019970,3.545615,2985.90000,1.582900,16.24100,0.425300,115.974300,4.79200
1630806377.6917913,93.551000,259.440000,5.740224,0.019970,3.545615,2985.90000,1.582900,16.24100,0.425300,115.974300,4.79200
1630806409.0326948,93.551000,259.440000,5.740224,0.019970,3.545615,2985.90000,1.582900,16.24100,0.425300,115.974300,4.79300
1630806440.3726869,93.551000,259.440000,5.740224,0.020020,3.545615,2985.90000,1.582900,16.24100,0.425300,114.023000,4.79300
1630806471.744701,93.551000,259.440000,5.740224,0.020020,3.545615,2985.90000,1.582900,16.24100,0.425300,114.023000,4.78100
1630806503.1167083,93.551000,259.440000,5.740224,0.020020,3.545615,2985.90000,1.582900,16.24100,0.425300,114.023000,4.78100
1630806534.5493655,93.551000,259.440000,5.740224,0.020020,3.545615,2985.90000,1.582900,16.24100,0.425300,114.023000,4.78100
1630806565.9246867,93.551000,259.440000,5.740224,0.020020,3.545615,2985.90000,1.582900,16.24100,0.425300,114.023000,4.78100
1630806597.292713,93.551000,259.440000,5.740224,0.020020,3.545615,2985.90000,1.582900,16.24100,0.425300,114.023000,4.78100
1630806628.7506301,93.551000,259.440000,5.740224,0.020020,3.545615,2985.90000,1.582900,16.24100,0.425300,114.023000,4.83700
1630806660.1736786,93.551000,259.440000,5.740224,0.020030,3.545615,2985.90000,1.582900,16.24100,0.425300,114.000100,4.83700
1630806691.5381312,93.551000,259.440000,5.740224,0.020030,3.545615,2985.90000,1.582900,16.24100,0.424700,114.000100,4.83700
1630806722.8846905,93.551000,259.440000,5.740224,0.020030,3.545615,2985.90000,1.582900,16.11800,0.424700,114.000100,4.83700
1630806754.2381375,93.551000,259.440000,5.740224,0.020030,3.545615,2985.90000,1.582900,16.11800,0.424700,114.000100,4.85500
1630806785.6381326,93.551000,259.440000,5.740224,0.020030,3.545615,2985.90000,1.582900,16.11800,0.424700,114.000100,4.85500
1630806817.0381374,93.551000,259.440000,5.740224,0.020030,3.545615,2985.90000,1.582900,16.11800,0.424700,114.000100,4.85500
1630806848.6381297,93.551000,259.440000,5.740224,0.020030,3.545615,2985.90000,1.582900,16.11800,0.424700,114.000100,4.85500
1630806880.0286984,93.551000,259.440000,5.740224,0.020030,3.545615,2985.90000,1.582900,16.11800,0.424700,114.000100,4.85500
1630806911.475016,93.551000,259.440000,5.740224,0.020030,3.545615,2985.90000,1.582900,16.11800,0.424700,114.000100,4.85500
1630806942.8651204,93.551000,259.440000,5.740224,0.020030,3.545615,2985.90000,1.582900,16.11800,0.424700,114.000100,4.85500
